V,timestamps
-5.84228515625,5e-05
-5.32684326171875,0.0001
-5.6207275390625,0.00015000000000000001
-5.09857177734375,0.0002
-5.23773193359375,0.00025
-5.16021728515625,0.00030000000000000003
-5.3271484375,0.00035
-4.94720458984375,0.0004
-4.96978759765625,0.00045000000000000004
-5.5401611328125,0.0005
-4.7991943359375,0.00055
-5.52093505859375,0.0006000000000000001
-5.16754150390625,0.0006500000000000001
-4.798583984375,0.0007
-5.0140380859375,0.00075
-5.0665283203125,0.0008
-4.6221923828125,0.0008500000000000001
-4.84771728515625,0.0009000000000000001
-5.16387939453125,0.00095
-5.0433349609375,0.001
-5.1397705078125,0.0010500000000000002
-5.343017578125,0.0011
-4.9615478515625,0.00115
-5.35980224609375,0.0012000000000000001
-4.910888671875,0.00125
-5.25909423828125,0.0013000000000000002
-4.66644287109375,0.00135
-4.95208740234375,0.0014
-4.600830078125,0.0014500000000000001
-4.639892578125,0.0015
-5.2197265625,0.0015500000000000002
-5.18890380859375,0.0016
-4.7198486328125,0.00165
-5.316162109375,0.0017000000000000001
-4.97833251953125,0.00175
-5.0384521484375,0.0018000000000000002
-5.03509521484375,0.00185
-5.142822265625,0.0019
-5.133056640625,0.0019500000000000001
-4.63775634765625,0.002
-5.0732421875,0.00205
-5.07293701171875,0.0021000000000000003
-5.364990234375,0.00215
-4.95574951171875,0.0022
-5.0054931640625,0.0022500000000000003
-5.07415771484375,0.0023
-5.24444580078125,0.00235
-5.15228271484375,0.0024000000000000002
-5.18402099609375,0.00245
-5.05889892578125,0.0025
-5.17303466796875,0.00255
-4.81689453125,0.0026000000000000003
-5.08544921875,0.00265
-5.47332763671875,0.0027
-5.3167724609375,0.0027500000000000003
-4.5965576171875,0.0028
-5.02655029296875,0.00285
-5.174560546875,0.0029000000000000002
-4.95330810546875,0.00295
-5.46722412109375,0.003
-5.18890380859375,0.00305
-4.69268798828125,0.0031000000000000003
-5.20416259765625,0.00315
-5.25665283203125,0.0032
-5.313720703125,0.0032500000000000003
-5.345458984375,0.0033
-5.30426025390625,0.00335
-5.0408935546875,0.0034000000000000002
-5.0146484375,0.0034500000000000004
-5.3509521484375,0.0035
-4.97894287109375,0.00355
-4.91790771484375,0.0036000000000000003
-4.87945556640625,0.00365
-5.17425537109375,0.0037
-4.35791015625,0.0037500000000000003
-4.959716796875,0.0038
-4.81781005859375,0.00385
-4.7283935546875,0.0039000000000000003
-4.666748046875,0.00395
-4.87640380859375,0.004
-4.5452880859375,0.00405
-5.09796142578125,0.0041
-4.95391845703125,0.00415
-4.94537353515625,0.004200000000000001
-4.83551025390625,0.00425
-4.79400634765625,0.0043
-4.47021484375,0.004350000000000001
-4.61273193359375,0.0044
-4.78546142578125,0.00445
-4.85321044921875,0.0045000000000000005
-4.56512451171875,0.00455
-4.57733154296875,0.0046
-4.8333740234375,0.0046500000000000005
-5.08148193359375,0.0047
-4.91546630859375,0.00475
-4.7662353515625,0.0048000000000000004
-4.76104736328125,0.00485
-4.32037353515625,0.0049
-5.16204833984375,0.00495
-5.1666259765625,0.005
-5.09429931640625,0.005050000000000001
-4.89990234375,0.0051
-5.14312744140625,0.00515
-4.98931884765625,0.005200000000000001
-5.61431884765625,0.00525
-5.4901123046875,0.0053
-5.10498046875,0.005350000000000001
-5.133056640625,0.0054
-4.9554443359375,0.00545
-5.20599365234375,0.0055000000000000005
-5.2691650390625,0.00555
-4.97100830078125,0.0056
-5.16845703125,0.0056500000000000005
-4.6661376953125,0.0057
-5.2203369140625,0.00575
-5.10223388671875,0.0058000000000000005
-4.830322265625,0.00585
-4.912109375,0.0059
-4.97650146484375,0.00595
-4.4171142578125,0.006
-4.71954345703125,0.006050000000000001
-4.6478271484375,0.0061
-4.62371826171875,0.00615
-4.77752685546875,0.006200000000000001
-5.0372314453125,0.00625
-4.68170166015625,0.0063
-5.09490966796875,0.006350000000000001
-4.9700927734375,0.0064
-5.045166015625,0.00645
-5.15411376953125,0.006500000000000001
-5.0146484375,0.00655
-4.615478515625,0.0066
-4.8779296875,0.0066500000000000005
-4.84344482421875,0.0067
-4.98992919921875,0.00675
-5.223388671875,0.0068000000000000005
-4.893798828125,0.00685
-4.86846923828125,0.006900000000000001
-4.85260009765625,0.0069500000000000004
-4.8809814453125,0.007
-5.20660400390625,0.007050000000000001
-5.12603759765625,0.0071
-4.5147705078125,0.00715
-5.00701904296875,0.007200000000000001
-5.29083251953125,0.00725
-5.552978515625,0.0073
-5.1409912109375,0.007350000000000001
-5.3924560546875,0.0074
-4.912109375,0.00745
-5.14984130859375,0.007500000000000001
-5.20751953125,0.00755
-5.14312744140625,0.0076
-4.794921875,0.0076500000000000005
-5.03631591796875,0.0077
-4.75677490234375,0.00775
-4.81964111328125,0.0078000000000000005
-5.08514404296875,0.007850000000000001
-5.05157470703125,0.0079
-4.79248046875,0.00795
-4.86175537109375,0.008
-4.84710693359375,0.00805
-4.7161865234375,0.0081
-4.90386962890625,0.008150000000000001
-4.88250732421875,0.0082
-4.63531494140625,0.00825
-5.10284423828125,0.0083
-4.99664306640625,0.00835
-4.89166259765625,0.008400000000000001
-5.44219970703125,0.008450000000000001
-5.1788330078125,0.0085
-4.80499267578125,0.00855
-5.1837158203125,0.0086
-4.9920654296875,0.00865
-4.87518310546875,0.008700000000000001
-4.9481201171875,0.00875
-4.94720458984375,0.0088
-4.98748779296875,0.00885
-4.52392578125,0.0089
-4.9676513671875,0.00895
-4.656982421875,0.009000000000000001
-4.99664306640625,0.00905
-4.58526611328125,0.0091
-4.72381591796875,0.00915
-4.70855712890625,0.0092
-5.02227783203125,0.009250000000000001
-5.05706787109375,0.009300000000000001
-5.4779052734375,0.00935
-4.959716796875,0.0094
-5.235595703125,0.00945
-5.15106201171875,0.0095
-5.58868408203125,0.009550000000000001
-5.56121826171875,0.009600000000000001
-5.8349609375,0.00965
-4.9298095703125,0.0097
-5.1239013671875,0.00975
-5.5560302734375,0.0098
-5.404052734375,0.009850000000000001
-5.36529541015625,0.0099
-5.4827880859375,0.00995
-5.2642822265625,0.01
-4.7705078125,0.01005
-5.2996826171875,0.010100000000000001
-5.39031982421875,0.010150000000000001
-5.0457763671875,0.0102
-5.2099609375,0.01025
-5.15167236328125,0.0103
-4.7607421875,0.01035
-5.4937744140625,0.010400000000000001
-5.30059814453125,0.010450000000000001
-5.42327880859375,0.0105
-5.15289306640625,0.01055
-5.72998046875,0.0106
-5.3314208984375,0.01065
-5.90911865234375,0.010700000000000001
-5.84686279296875,0.010750000000000001
-5.762939453125,0.0108
-5.704345703125,0.01085
-5.9564208984375,0.0109
-5.46112060546875,0.01095
-5.396728515625,0.011000000000000001
-5.22796630859375,0.01105
-4.89227294921875,0.0111
-4.90997314453125,0.01115
-4.32769775390625,0.0112
-4.7259521484375,0.011250000000000001
-4.41192626953125,0.011300000000000001
-4.64996337890625,0.01135
-4.8553466796875,0.0114
-4.58404541015625,0.01145
-4.5135498046875,0.0115
-5.142822265625,0.011550000000000001
-4.40032958984375,0.011600000000000001
-4.76104736328125,0.01165
-4.86724853515625,0.0117
-4.9395751953125,0.01175
-4.82452392578125,0.0118
-5.32257080078125,0.011850000000000001
-5.41534423828125,0.0119
-5.841064453125,0.01195
-5.41290283203125,0.012
-5.69427490234375,0.01205
-5.2239990234375,0.012100000000000001
-5.079345703125,0.012150000000000001
-5.3326416015625,0.0122
-5.26123046875,0.01225
-4.97314453125,0.0123
-5.08575439453125,0.01235
-5.46234130859375,0.012400000000000001
-5.26153564453125,0.012450000000000001
-5.66741943359375,0.0125
-6.0205078125,0.01255
-5.159912109375,0.0126
-5.635986328125,0.01265
-5.43548583984375,0.012700000000000001
-5.33905029296875,0.012750000000000001
-5.69793701171875,0.0128
-5.26031494140625,0.01285
-5.31524658203125,0.0129
-5.0823974609375,0.012950000000000001
-5.56854248046875,0.013000000000000001
-5.44464111328125,0.01305
-5.23101806640625,0.0131
-5.01953125,0.01315
-5.20538330078125,0.0132
-4.9285888671875,0.013250000000000001
-5.0067138671875,0.013300000000000001
-4.72259521484375,0.01335
-4.76409912109375,0.0134
-4.77264404296875,0.01345
-4.68170166015625,0.0135
-4.5013427734375,0.013550000000000001
-4.9493408203125,0.013600000000000001
-4.7467041015625,0.01365
-4.959716796875,0.0137
-4.85107421875,0.01375
-4.9774169921875,0.013800000000000002
-4.55230712890625,0.013850000000000001
-4.7735595703125,0.013900000000000001
-4.98504638671875,0.01395
-4.65118408203125,0.014
-4.95361328125,0.01405
-4.93560791015625,0.014100000000000001
-4.59503173828125,0.014150000000000001
-5.08453369140625,0.0142
-4.903564453125,0.01425
-5.1611328125,0.0143
-4.88525390625,0.01435
-4.36798095703125,0.014400000000000001
-4.9462890625,0.014450000000000001
-4.8101806640625,0.0145
-4.83184814453125,0.01455
-5.0347900390625,0.0146
-5.19012451171875,0.014650000000000002
-4.62921142578125,0.014700000000000001
-5.15533447265625,0.014750000000000001
-5.257568359375,0.0148
-5.072021484375,0.01485
-4.74945068359375,0.0149
-5.2557373046875,0.014950000000000001
-4.80621337890625,0.015000000000000001
-5.03662109375,0.015050000000000001
-5.35888671875,0.0151
-5.0555419921875,0.01515
-4.66766357421875,0.0152
-4.7235107421875,0.015250000000000001
-5.064697265625,0.015300000000000001
-5.1580810546875,0.01535
-5.0543212890625,0.0154
-5.218505859375,0.01545
-4.9822998046875,0.0155
-5.27984619140625,0.015550000000000001
-5.1031494140625,0.015600000000000001
-5.15716552734375,0.01565
-5.48187255859375,0.015700000000000002
-5.322265625,0.01575
-5.07781982421875,0.0158
-5.6011962890625,0.01585
-5.4620361328125,0.0159
-5.4412841796875,0.015950000000000002
-5.560302734375,0.016
-5.5084228515625,0.016050000000000002
-5.64117431640625,0.0161
-5.50567626953125,0.01615
-5.416259765625,0.0162
-5.682373046875,0.01625
-5.98876953125,0.016300000000000002
-5.43487548828125,0.01635
-5.52398681640625,0.0164
-5.543212890625,0.01645
-5.62164306640625,0.0165
-5.85723876953125,0.016550000000000002
-5.78338623046875,0.0166
-5.34515380859375,0.01665
-5.618896484375,0.0167
-5.3167724609375,0.01675
-5.3765869140625,0.016800000000000002
-5.72967529296875,0.01685
-5.88043212890625,0.016900000000000002
-5.12359619140625,0.01695
-5.4388427734375,0.017
-5.5181884765625,0.01705
-5.56884765625,0.0171
-5.97412109375,0.017150000000000002
-5.85052490234375,0.0172
-5.24169921875,0.01725
-5.6890869140625,0.0173
-5.9161376953125,0.01735
-5.82855224609375,0.017400000000000002
-5.927734375,0.01745
-5.67626953125,0.0175
-5.4949951171875,0.01755
-5.43975830078125,0.0176
-5.98419189453125,0.017650000000000002
-5.68389892578125,0.0177
-5.69549560546875,0.017750000000000002
-5.3656005859375,0.0178
-5.34210205078125,0.01785
-4.95574951171875,0.0179
-5.27496337890625,0.01795
-5.16204833984375,0.018000000000000002
-5.1318359375,0.01805
-5.2813720703125,0.0181
-5.2557373046875,0.01815
-5.2301025390625,0.0182
-5.70526123046875,0.018250000000000002
-5.550537109375,0.0183
-5.445556640625,0.01835
-5.32135009765625,0.0184
-5.3076171875,0.01845
-5.2490234375,0.018500000000000003
-5.286865234375,0.01855
-5.233154296875,0.018600000000000002
-5.5242919921875,0.01865
-5.2593994140625,0.0187
-5.15655517578125,0.01875
-5.60455322265625,0.0188
-5.4327392578125,0.018850000000000002
-5.240478515625,0.0189
-5.31646728515625,0.01895
-5.20050048828125,0.019
-4.8577880859375,0.01905
-5.264892578125,0.019100000000000002
-5.3564453125,0.01915
-5.4833984375,0.019200000000000002
-5.06317138671875,0.01925
-5.63201904296875,0.0193
-5.233154296875,0.019350000000000003
-6.05987548828125,0.0194
-5.938720703125,0.019450000000000002
-5.623779296875,0.0195
-5.4425048828125,0.01955
-5.4962158203125,0.0196
-5.53802490234375,0.01965
-5.94696044921875,0.019700000000000002
-5.6463623046875,0.01975
-5.82489013671875,0.0198
-4.949951171875,0.01985
-5.99517822265625,0.0199
-5.8544921875,0.019950000000000002
-5.6378173828125,0.02
-5.57861328125,0.020050000000000002
-5.68359375,0.0201
-5.24871826171875,0.02015
-5.4266357421875,0.020200000000000003
-5.51483154296875,0.02025
-5.2362060546875,0.020300000000000002
-5.28350830078125,0.02035
-5.28564453125,0.0204
-5.28350830078125,0.02045
-5.389404296875,0.0205
-5.303955078125,0.020550000000000002
-5.34149169921875,0.0206
-5.65277099609375,0.02065
-5.06256103515625,0.0207
-5.60760498046875,0.02075
-5.313720703125,0.020800000000000003
-5.45166015625,0.02085
-5.41015625,0.020900000000000002
-5.82244873046875,0.02095
-5.1885986328125,0.021
-5.49102783203125,0.021050000000000003
-5.225830078125,0.0211
-5.30242919921875,0.021150000000000002
-5.8587646484375,0.0212
-5.68206787109375,0.02125
-5.29998779296875,0.0213
-5.3131103515625,0.02135
-5.04974365234375,0.021400000000000002
-5.38909912109375,0.02145
-5.1123046875,0.021500000000000002
-5.16754150390625,0.02155
-5.10162353515625,0.0216
-4.94049072265625,0.021650000000000003
-5.3369140625,0.0217
-5.560302734375,0.021750000000000002
-5.02960205078125,0.0218
-5.53253173828125,0.02185
-5.3228759765625,0.0219
-5.152587890625,0.02195
-5.6512451171875,0.022000000000000002
-5.496826171875,0.02205
-5.15472412109375,0.0221
-5.130615234375,0.02215
-5.84259033203125,0.0222
-5.32806396484375,0.022250000000000002
-5.66925048828125,0.0223
-5.919189453125,0.022350000000000002
-5.62255859375,0.0224
-5.50384521484375,0.02245
-5.4144287109375,0.022500000000000003
-5.08026123046875,0.02255
-5.33294677734375,0.022600000000000002
-5.04241943359375,0.02265
-4.8583984375,0.0227
-5.1019287109375,0.02275
-4.974365234375,0.0228
-5.1470947265625,0.022850000000000002
-5.70953369140625,0.0229
-5.35247802734375,0.02295
-5.8538818359375,0.023
-5.66680908203125,0.02305
-5.57769775390625,0.023100000000000002
-5.87371826171875,0.02315
-5.535888671875,0.023200000000000002
-5.53619384765625,0.02325
-5.65277099609375,0.0233
-5.26031494140625,0.023350000000000003
-5.1434326171875,0.0234
-5.3289794921875,0.023450000000000002
-5.36590576171875,0.0235
-5.49041748046875,0.02355
-4.7991943359375,0.0236
-4.92767333984375,0.02365
-4.8773193359375,0.023700000000000002
-5.0494384765625,0.02375
-5.3436279296875,0.0238
-5.12786865234375,0.02385
-4.75982666015625,0.0239
-5.267333984375,0.023950000000000003
-5.3338623046875,0.024
-5.40496826171875,0.024050000000000002
-5.736083984375,0.0241
-5.595703125,0.02415
-5.107421875,0.024200000000000003
-5.73089599609375,0.02425
-5.71990966796875,0.024300000000000002
-5.36163330078125,0.02435
-5.64849853515625,0.0244
